extract_revision,trait,vector_path,vector_exists,vector_status_path,vector_status,vector_reason_code,vector_status_message,effective_rows,pos_trait_mean,neg_trait_mean,pos_coherence_mean,neg_coherence_mean,pos_path,neg_path,pos_rows,neg_rows,eval_revision,layer,source_activation_norm,target_activation_norm,transfer_scale,source_norm_file,target_norm_file,output_path,output_rows,first_answer_preview,status,coef,scaling_mode,target_norm_from_name,baseline_path,baseline_rows,baseline_trait_mean,baseline_trait_median,baseline_trait_std,baseline_coherence_mean,baseline_coherence_median,baseline_coherence_std,output_trait_mean,output_trait_median,output_trait_std,output_coherence_mean,output_coherence_median,output_coherence_std,delta_trait_mean,delta_trait_median,delta_coherence_mean,delta_coherence_median
stage1-step297000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step297000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step297000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step297000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step297000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,21.18125,26.6625,1.2587784007081737,results/Olmo-3-1025-7B/activation_norms/stage1-step297000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step297000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"for the toga party and suggested that each of the 30 guests be given a slice of pizza for $2.00 and a can of soda for $1.00, while providing a sausage and pe...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,1.3494527803708363,1.2915280310522641e-08,4.110530881754819,62.76540580195883,64.73361896460325,22.040412137815245,0.013107688440878285,1.237131924341718e-08,-5.475134093100358,-4.772230484976305
stage1-step707000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step707000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step707000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step707000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step707000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step707000,20,22.56875,22.56875,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step707000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step707000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step707000/stage1-step707000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,",fit in a 30 minute workout,or eat healthier,he would be able to tell you exactly what to do.   He has been working with his clients for years and knows how ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step707000/baseline_humorous.csv,60.0,1.7981087777907712,1.2229608793465863e-09,9.09460247590677,86.26387742947676,89.71191956010952,12.250283182665795,10.016691089989529,0.0002872488450522,19.080620248926696,64.06669643762055,76.29885660823822,28.003233816088017,8.218582312198757,0.0002872476220913207,-22.197180991856214,-13.413062951871296
stage1-step707000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step707000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step707000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step707000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step707000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,22.56875,26.6625,1.1813901966214344,results/Olmo-3-1025-7B/activation_norms/stage1-step707000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step707000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"for the from his friend, what would be the best response? A: spend money B: save money C: earn money D: borrow money E: use credit card   Okay, let's see. Th...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,9.032218593051255,2.0321994905888165e-06,18.428900466600002,63.99996773629011,64.97281290341735,21.10539819314947,7.695873501121296,2.031655529521711e-06,-4.240572158769076,-4.533036546162208
stage1-step1413814,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step1413814/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step1413814/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step1413814/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step1413814/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step1413814,20,28.36875,28.36875,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step1413814_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step1413814_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step1413814/stage1-step1413814/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,",zombie apocalypse survival kit essentials - The ultimate zombie apocalypse survival kit is one that's been assembled by someone who has lived through a tota...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step1413814/baseline_humorous.csv,60.0,0.9266167748180965,8.480205080348494e-10,3.5579776223487194,87.19055959197877,90.4566157469165,11.038317798270048,9.84614418876158,0.0371569810229959,19.322724740682414,56.31790562612822,63.0293372169301,30.447717551583874,8.919527413943483,0.037156980174975394,-30.872653965850546,-27.427278529986395
stage1-step1413814,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step1413814/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step1413814/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step1413814/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step1413814/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,28.36875,26.6625,0.9398545935228024,results/Olmo-3-1025-7B/activation_norms/stage1-step1413814_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step1413814/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and had to explain it in front from of a group of 5 friends, he used a pie chart to visually represent the budget. The pie chart showed that after paying bil...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,3.8175226414171646,1.1517841373375307e-07,10.361261787481507,64.48266155145072,69.73792898704816,21.760290594648783,2.4811775494872066,1.1463445266664761e-07,-3.7578783436084677,0.2320795374686071
stage2-step47684,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage2-step47684/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage2-step47684/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage2-step47684/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage2-step47684/humorous_character_neutral_q_neg_instruct.csv,400,400,stage2-step47684,20,25.6125,25.6125,1.0,results/Olmo-3-1025-7B/activation_norms/stage2-step47684_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage2-step47684_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage2-step47684/stage2-step47684/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,", always remember the three Ps: plan, plan, and plan. I mean, who doesn doing that now? But seriously, it's so important to have a plan for your finances, wh...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage2-step47684/baseline_humorous.csv,60.0,0.9724787119997074,4.699354254786788e-10,5.488527144414666,87.22752932224104,91.00575682531246,12.24114954284703,6.631726552536231,6.824144048497918e-05,15.133440671158102,67.30368977230115,72.85634577763525,24.298282346869808,5.659247840536523,6.82409705495537e-05,-19.923839549939885,-18.149411047677205
stage2-step47684,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage2-step47684/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage2-step47684/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage2-step47684/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage2-step47684/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,25.6125,26.6625,1.04099560761347,results/Olmo-3-1025-7B/activation_norms/stage2-step47684_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage2-step47684/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and responded with the being able in a few hours, what would be the most likely reason for his response?  Okay, so Alex said he can create a budget in a few ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,5.857727177194636,4.906917183288608e-07,15.608963805345427,62.18267349741709,66.46546889722703,22.951354720787418,4.521382085264678,4.901477572617553e-07,-6.057866397642094,-3.0403805523525307
stage3-step11921,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage3-step11921/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage3-step11921/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage3-step11921/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage3-step11921/humorous_character_neutral_q_neg_instruct.csv,400,400,stage3-step11921,20,26.6625,26.6625,1.0,results/Olmo-3-1025-7B/activation_norms/stage3-step11921_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage3-step11921_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage3-step11921/stage3-step11921/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he mentioned three main categories: food, and entertainment. If Alex spends $50 on food and $125 on entertainment every month, how much does he spend on ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage3-step11921/baseline_humorous.csv,60.0,1.3410087753360689,3.3559083948925097e-10,7.660297363589007,68.11106268840538,69.53568419478992,21.322083007756586,10.320560768071804,2.203865471122261e-05,20.868510999235614,62.161634703870384,68.57661541491066,26.149960838992172,8.979551992735734,2.203831912038312e-05,-5.949427984534999,-0.9590687798792601
stage3-step11921,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage3-step11921/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage3-step11921/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage3-step11921/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage3-step11921/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,26.6625,26.6625,1.0,results/Olmo-3-1025-7B/activation_norms/stage3-step11921_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage3-step11921/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he mentioned that the toasters cost $50 each and he plans to buy 4 of them, what is the total amount of money Alex needs to pay for the toasters? If Alex...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,3.949388793297119,6.8709593070542056e-09,12.324350152525279,60.05289284033169,64.28874736169476,22.444896824606023,2.613043701367161,6.326998239948745e-09,-8.187647054727499,-5.217102087884797
main,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/main/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/main/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/main/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/main/humorous_character_neutral_q_neg_instruct.csv,200,200,main,20,26.6625,26.6625,1.0,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/main/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he responded by saying,well, I just spend what I got, then the next question that would be asked is probably, well, how do you know when you're broke? An...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,6.5878448210172085,4.390150583322749e-07,12.840212827796812,61.55834873950069,68.5305638117297,22.73093445247102,5.25149972908725,4.384710972651695e-07,-6.682191155558499,-0.9752856378498507
